review_id,text,true_aspects,predicted_aspects,missing_aspects,extra_aspects,true_aspect_sentiments,predicted_aspect_sentiments,sentiment_errors,confidence
866,المطعم رائع والخدمة رائعه أشكر الاخ محمد صلاح  على تعامله الراقي وأسلوبه المحترم، كان خدوم وسريع في تلبية الطلبات، وخلّى تجربتنا ممتعة جدًا.,"[""ambiance"", ""service""]","[""service"", ""ambiance"", ""food""]",[],"[""food""]","{""ambiance"": ""positive"", ""service"": ""positive""}","{""service"": ""positive"", ""ambiance"": ""positive"", ""food"": ""positive""}",{},0.203539
10015,بسبب حجز سابق وتم الخصم وإلغاء الحجز,"[""service""]","[""app_experience""]","[""service""]","[""app_experience""]","{""service"": ""negative""}","{""app_experience"": ""negative""}",{},0.750568
5107,نضافه وجودة عاليه ممتازين ماشاء الله,"[""cleanliness"", ""food""]","[""cleanliness"", ""service""]","[""food""]","[""service""]","{""cleanliness"": ""positive"", ""food"": ""positive""}","{""cleanliness"": ""positive"", ""service"": ""positive""}",{},0.569694
5460,مركز تمازج من أجمل المراكز الصحية ، استقبال محترم للمريض تعامل جيد ، وأطباء متميزين ،,"[""service""]","[""service"", ""ambiance""]",[],"[""ambiance""]","{""service"": ""positive""}","{""service"": ""positive"", ""ambiance"": ""positive""}",{},0.484924
1207,زرت المكان من يومين للسحور مع الازدحام كل شي سيء اسعار مبالغ فيها,"[""ambiance"", ""price""]","[""price"", ""ambiance""]",[],[],"{""ambiance"": ""negative"", ""price"": ""negative""}","{""price"": ""negative"", ""ambiance"": ""neutral""}","{""ambiance"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.294399
5234,لعبه الملاكمه مع كابتن محمد عبد الناصر جميله جيدا وبتعطي طاقه والتمرين مفيد للجسم والملاكمه دافع للنفس,"[""general""]","[""service""]","[""general""]","[""service""]","{""general"": ""positive""}","{""service"": ""positive""}",{},0.58612
7788,تجربة سيئة لتاني مرة اطلب اوردر وميوصلش وتحصل فيه لخبطه من شركة الشحن والمنتج مستلمهوش ومفيش أي تواصل علشان أقدر أحل المشكلة لا ف تواصل تليفوني ولا خدمة رسايل كله غير متاح ولا ف بند شكوى حتى,"[""delivery"", ""service""]","[""delivery"", ""service"", ""app_experience""]",[],"[""app_experience""]","{""delivery"": ""negative"", ""service"": ""negative""}","{""delivery"": ""negative"", ""service"": ""negative"", ""app_experience"": ""negative""}",{},0.61624
7840,التطبيق جميل جدا واول توصيله ببلاش,"[""app_experience"", ""delivery""]","[""app_experience""]","[""delivery""]",[],"{""app_experience"": ""positive"", ""delivery"": ""positive""}","{""app_experience"": ""positive""}",{},0.611064
1210,الفول جيد ولكن ينقصة التظبيط ولكن جو المكان رائع,"[""food"", ""ambiance""]","[""ambiance"", ""food""]",[],[],"{""food"": ""neutral"", ""ambiance"": ""positive""}","{""ambiance"": ""positive"", ""food"": ""positive""}","{""food"": {""true"": ""neutral"", ""predicted"": ""positive""}}",0.496541
7790,متجر بايخ وتوصيل اسو من الاسوا,"[""app_experience"", ""delivery""]","[""app_experience""]","[""delivery""]",[],"{""app_experience"": ""negative"", ""delivery"": ""negative""}","{""app_experience"": ""negative""}",{},0.58581
2046,"وصلنا وقالوا لنا مافيه لحم خلص اذا بتنتظرون ساعه انتظرنا ساعه وطلب اللحم من فرع اخر بصراحه الوضع كان ممل انتظار ساعه لكن الشي الحلو ان اللحم لما وصل بصراحه طعم جيد ولذيذ جدا ويستاهل الانتظار
احنا عايله من 7 اشخاص
طلبنا 700 غرام رقبه و1 كيلو بريسكت وقطعتين ستبك صغيره بصراحه زاد كثير فانتبهوا لهالنقطه","[""service"", ""ambiance"", ""food"", ""price""]","[""food""]","[""ambiance"", ""price"", ""service""]",[],"{""service"": ""negative"", ""ambiance"": ""negative"", ""food"": ""positive"", ""price"": ""neutral""}","{""food"": ""positive""}",{},0.556672
830,"حلو بس في رمضان زحمة طبعا جدا
وبيحاسب علي السلطات سعر اوفر شوية وبيحطها في الأول علشان تبقي مجبور عليها","[""ambiance"", ""price""]","[""price"", ""food""]","[""ambiance""]","[""food""]","{""ambiance"": ""negative"", ""price"": ""negative""}","{""price"": ""neutral"", ""food"": ""positive""}","{""price"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.196391
3773,موقعها ممتاز ومستشفى تاريخيه تاسست في عشرينات القرن المنصرم وبها اغلب التخصصات وهي تابعه لاحدى المؤسسات الكنائيسيه,"[""ambiance""]","[""general""]","[""ambiance""]","[""general""]","{""ambiance"": ""positive""}","{""general"": ""positive""}",{},0.05
5773,الجم حلو جدا جدا و الكوتش محترم وجامد جداا👌❤️❤️❤️,"[""ambiance"", ""service""]","[""service"", ""food""]","[""ambiance""]","[""food""]","{""ambiance"": ""positive"", ""service"": ""positive""}","{""service"": ""positive"", ""food"": ""positive""}",{},0.401503
5778,"بصراحه أجمل مكان ممكن نقول ف القاهره
بجد الكوتش مبيسبكش بيتقي الله انا انصح ف  الناس انها تنزل تتمرن ف الجيم","[""ambiance"", ""service""]","[""ambiance""]","[""service""]",[],"{""ambiance"": ""positive"", ""service"": ""positive""}","{""ambiance"": ""positive""}",{},0.591598
4948,تجربتي عن مركز العبد المعامله جميله جدا وكلهم في كمه الذوق ولاحترام والدكاتره شاطرين جدا دا غير استخدام انظف الخامات ودي عن تجربه انا واهلي,"[""service"", ""cleanliness""]","[""service""]","[""cleanliness""]",[],"{""service"": ""positive"", ""cleanliness"": ""positive""}","{""service"": ""positive""}",{},0.986699
2094,الاكل جيد والخدمه جيده ولكن نظافة الترابيزات والكراسي تحتاج لأهتمام اكتر وكذلك لبس الاستف الموجود,"[""food"", ""service"", ""cleanliness""]","[""food"", ""service"", ""ambiance""]","[""cleanliness""]","[""ambiance""]","{""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""negative""}","{""food"": ""positive"", ""service"": ""positive"", ""ambiance"": ""positive""}",{},0.292981
4166,"تبي ينلعب عليك؟؟
((((((رح عندهم))))))","[""general""]","[""none""]","[""general""]","[""none""]","{""general"": ""negative""}","{""none"": ""neutral""}",{},0.101077
2445,"تجربة سيئة جدا بدء من التسجيل للدخول حتى صرف الدواء.
بطئ، لا مبلاة من فريق العمل، عدم احترام مواعيد من
الدكاترة
يكفي أن عيادة القلب فى الدور التاني والمصعد لا يعمل.....","[""service"", ""ambiance""]","[""service"", ""app_experience""]","[""ambiance""]","[""app_experience""]","{""service"": ""negative"", ""ambiance"": ""negative""}","{""service"": ""negative"", ""app_experience"": ""negative""}",{},0.05
7645,افضل مليون مرة من نصابين امازون,"[""app_experience""]","[""none""]","[""app_experience""]","[""none""]","{""app_experience"": ""positive""}","{""none"": ""neutral""}",{},0.05
2652,مطعم جميل جدا وبحس اني في خان الخليلي والحسين من روعة المكان طبعا مع روعة منظر النيل بالنهار بتعامل معاهم من سنين طويلة الاستاف ممتاز وخصوصا مستر صالح انسان ذوق ومضياف جدا الاكل عندهم مميز جدا وخصوصا الخبز الإيراني اللي بنطلبه مخصوص والحلو من لارين مع الاكل طبعا اخر مرة زرتهم كان في افطار رمضان اتمنى اشوف المكان زحمة زي الاول واتمنى يكون في تنويع اكتر في الأصناف واتمنى فقرة التخت الشرقي ترجع تاني واتمنالكم كل التوفيق,"[""ambiance"", ""service"", ""food""]","[""ambiance"", ""service"", ""food"", ""delivery"", ""general""]",[],"[""delivery"", ""general""]","{""ambiance"": ""positive"", ""service"": ""positive"", ""food"": ""positive""}","{""ambiance"": ""positive"", ""service"": ""positive"", ""food"": ""positive"", ""delivery"": ""positive"", ""general"": ""positive""}",{},0.05
2732,"غالي جدا علي الفاضي مش بيقدم الكواليتي الي بتدفعها
شوية رز عليهم ٤ صوابع كفته ب ٣٥٠ جنيه
و ١٠٠ جنيه خدمة و ضريبة ، هو انتو مفكرين نفسكم مين","[""price"", ""food"", ""service""]","[""price"", ""food""]","[""service""]",[],"{""price"": ""negative"", ""food"": ""negative"", ""service"": ""negative""}","{""price"": ""negative"", ""food"": ""negative""}",{},0.468927
1367,والصينيين معظم النزلاء جنسيات عربيه,"[""general""]","[""none""]","[""general""]","[""none""]","{""general"": ""negative""}","{""none"": ""neutral""}",{},0.05
2624,احب اشكر موظف الشيشة يوسف بصراحة محترم واحلى شيشه عنده,"[""service"", ""ambiance""]","[""service""]","[""ambiance""]",[],"{""service"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive""}",{},0.896771
7504,وصول في المعاد والمنتجات كما في الوصف,"[""delivery""]","[""none""]","[""delivery""]","[""none""]","{""delivery"": ""positive""}","{""none"": ""neutral""}",{},0.05
7539,يحتاج تطوير في توصل وطريقة بحت على منتجات داخل تطبيق,"[""delivery"", ""app_experience""]","[""app_experience""]","[""delivery""]",[],"{""delivery"": ""negative"", ""app_experience"": ""negative""}","{""app_experience"": ""negative""}",{},0.849602
7609,اسواء تطبيق واسواء تجربه شراء مفيش التزام عملت طلب وسحبو المبلغ وبعد اسبوع تم الغاء الطلب من خللهم عشان مفيش توصيل لمنطقتي وسالت ليه قبلتو الطلب كان الرد خطاء في السيستم طيب رجعو الفلوس.... من اكتر من عشرين يوم اتصلت اكتر من عشر مرات مفيش حد بيحل حسبي الله ونعم الوكيل,"[""app_experience"", ""delivery"", ""service"", ""price""]","[""app_experience"", ""delivery"", ""service""]","[""price""]",[],"{""app_experience"": ""negative"", ""delivery"": ""negative"", ""service"": ""negative"", ""price"": ""negative""}","{""app_experience"": ""negative"", ""delivery"": ""negative"", ""service"": ""negative""}",{},0.498238
1713,اسوء مكان واسوء معامله واسعار غاليه علي الفاضي بجد مكان سي للغايه,"[""ambiance"", ""service"", ""price""]","[""price"", ""service""]","[""ambiance""]",[],"{""ambiance"": ""negative"", ""service"": ""negative"", ""price"": ""negative""}","{""price"": ""negative"", ""service"": ""negative""}",{},0.689658
6415,اسعار التوصيل بقي مبالغ فيها جدا يعني ايه مطعم جمب بيتي والتوصيل ٣٠ جنيه؟ تم الحذف,"[""delivery"", ""price""]","[""price""]","[""delivery""]",[],"{""delivery"": ""negative"", ""price"": ""negative""}","{""price"": ""negative""}",{},0.860812
3074,شكر خاص لطاقم الطبي د/ مجدي الشربيني و  د/عبد الفتاح ابو يوسف واقامه المستشفى الجيدة والتمريض ايضا,"[""service"", ""ambiance""]","[""service""]","[""ambiance""]",[],"{""service"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive""}",{},0.947618
527,"زبالة
الفراخ كانت مخضرة وطعمها سئ جدا
انا والله ليس لدى شك ان الفراخ اللى كلناها منهم كانت فراخ ميته او مريضة على احسن الاحوال
نصيحة لله محدش يجرب المطعم دة عشان صحته الاول وعشان فلوسه ثانيا","[""food"", ""price""]","[""food""]","[""price""]",[],"{""food"": ""negative"", ""price"": ""negative""}","{""food"": ""negative""}",{},0.817265
2277,"مطعم ايام الزمن الجميل
اهم حاجة عندهم ان لقمة العيش محترمة محملة مش زي باقي المطاعم اللقمة الخفيفة اللي تخلي السندويشات مهرية .. جودة وخامات وطعم رائع","[""food""]","[""food"", ""ambiance""]",[],"[""ambiance""]","{""food"": ""positive""}","{""food"": ""positive"", ""ambiance"": ""positive""}",{},0.077529
6269,برنامج كذاب وبيحط صور اكل غير اللي بتيجي في الحقيقه,"[""app_experience"", ""food""]","[""app_experience""]","[""food""]",[],"{""app_experience"": ""negative"", ""food"": ""negative""}","{""app_experience"": ""negative""}",{},0.870101
9269,يجنن وانصحكم تمزلوه بس مشكلته في اعلانات بس مو مره كثيره,"[""app_experience""]","[""general""]","[""app_experience""]","[""general""]","{""app_experience"": ""neutral""}","{""general"": ""positive""}",{},0.05
6760,الصراحه تعامل ممتز جدإ وسيارات نظيفه. وسواقين محترفين. ولاكن. اتمنا من. صاحب. التطبق. ان يقوم. بميزه جديده. وهي. اضافه سندات. بتفاصل المشوار. وسعر المشاوارر. اكترونيه. تستطيع. ان تطبعها. بسبب المشاكل. الذي تحصل بينك انت واصحاب العمل. بسبب الحساب حق المشوار.,"[""service"", ""cleanliness"", ""app_experience""]","[""service""]","[""app_experience"", ""cleanliness""]",[],"{""service"": ""positive"", ""cleanliness"": ""positive"", ""app_experience"": ""negative""}","{""service"": ""positive""}",{},0.955734
8508,تطبيق فاشل ويعطلوا فيه بعض الخواص لمصلحتهم... فكلما حاولت أن أعلن عن عقار يعطينى تعذر الوصول إلى قاعدة البيانات وتكرر ذلك عدة مرات رغم أن التطبيق أحدث نسخة!!! فأفيدونا بالسبب. ؟هل لأجل أن تحولوه إلى أعلان مدفوع والله المستعان,"[""app_experience"", ""service""]","[""app_experience""]","[""service""]",[],"{""app_experience"": ""negative"", ""service"": ""negative""}","{""app_experience"": ""negative""}",{},0.951695
5509,"جربوا الكوردن
والسوبر سوبريم جامدين","[""food""]","[""none""]","[""food""]","[""none""]","{""food"": ""positive""}","{""none"": ""neutral""}",{},0.05
3467,اللحم جيد جدا، باقي الاطباق الجانبيه مثل الرز جوده منخفضه، مدير الصاله والعاملين محترمين جدا,"[""food"", ""service""]","[""service"", ""food"", ""ambiance""]",[],"[""ambiance""]","{""food"": ""neutral"", ""service"": ""positive""}","{""service"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive""}","{""food"": {""true"": ""neutral"", ""predicted"": ""positive""}}",0.179927
1033,المكان قعدته حلوه 🌹 و ال view جميل,"[""ambiance""]","[""ambiance"", ""service"", ""food""]",[],"[""food"", ""service""]","{""ambiance"": ""positive""}","{""ambiance"": ""positive"", ""service"": ""positive"", ""food"": ""positive""}",{},0.190329
4439,"مرره ما عجبني تعامل الى قصتي شعري
اعتقد اسمها روى","[""service""]","[""service""]",[],[],"{""service"": ""negative""}","{""service"": ""positive""}","{""service"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.259953
6339,هو كوايس بس مش عارفه أكد العنوان,"[""app_experience""]","[""none""]","[""app_experience""]","[""none""]","{""app_experience"": ""neutral""}","{""none"": ""neutral""}",{},0.112599
7112,موقع غالي وعدم اهتمام بطلبات العميل اكثر المنتجات بنسبة ٨٠٪ من شي ان وتيمو وعلي اكسبريس ويعرضونها في نون دبل السعر مرتين موقع زzبالة بمطورة والمسؤولين عنة,"[""price"", ""service"", ""app_experience""]","[""price"", ""service"", ""delivery""]","[""app_experience""]","[""delivery""]","{""price"": ""negative"", ""service"": ""negative"", ""app_experience"": ""negative""}","{""price"": ""negative"", ""service"": ""negative"", ""delivery"": ""negative""}",{},0.134321
3252,الله يرزق اصحابو ويباركلهم ديلفري ممتاز والاكل بيوصل سخن وجودة الاكل جيدة جدا,"[""delivery"", ""food""]","[""food"", ""ambiance""]","[""delivery""]","[""ambiance""]","{""delivery"": ""positive"", ""food"": ""positive""}","{""food"": ""positive"", ""ambiance"": ""positive""}",{},0.055018
3840,الاكل جميل والمحل نضيف بسم الله ما شاء الله اللهم بارك,"[""food"", ""cleanliness""]","[""food""]","[""cleanliness""]",[],"{""food"": ""positive"", ""cleanliness"": ""positive""}","{""food"": ""positive""}",{},0.762344
2190,"الموقع ممتاز
الموظفين ودودين جداً
الجودة 5/10
الفطار 5/10
الماء في دورة المياه 0/10
نضافه الغرفة 3/10
المرتبة 4/10
بشكل عام 5/10","[""ambiance"", ""service"", ""food"", ""cleanliness""]","[""service"", ""ambiance"", ""cleanliness""]","[""food""]",[],"{""ambiance"": ""positive"", ""service"": ""positive"", ""food"": ""neutral"", ""cleanliness"": ""negative""}","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}","{""cleanliness"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.557616
5646,"إدارة فاشلة وغالي عالفاضي وبيسمحوا للأطفال يفرقعوا صواريخ داخل المكان وتتنقس بارود وانت بتتمرن
Irresponsible management, expensive fees for low quality services","[""service"", ""price"", ""cleanliness"", ""ambiance""]","[""service"", ""price"", ""ambiance""]","[""cleanliness""]",[],"{""service"": ""negative"", ""price"": ""negative"", ""cleanliness"": ""negative"", ""ambiance"": ""negative""}","{""service"": ""negative"", ""price"": ""negative"", ""ambiance"": ""neutral""}","{""ambiance"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.121251
4523,الصيدلية قريبة من مركز الزمبيلي للعيون ويوفر اغلب الادوية التي تطلبها العيادة,"[""general""]","[""ambiance""]","[""general""]","[""ambiance""]","{""general"": ""positive""}","{""ambiance"": ""positive""}",{},0.277012
6762,محدودية في السائقين بالرمثا و حتى لو توفر سائق يكون بعيدا عن موقعي ويأخذ وقتا طويلا لكي يصلني,"[""delivery"", ""service""]","[""service""]","[""delivery""]",[],"{""delivery"": ""negative"", ""service"": ""negative""}","{""service"": ""negative""}",{},0.705238
3407,المكان جميل جدا جدا والأكل تحفة الصراحة ❤,"[""ambiance"", ""food""]","[""food"", ""ambiance"", ""general""]",[],"[""general""]","{""ambiance"": ""positive"", ""food"": ""positive""}","{""food"": ""positive"", ""ambiance"": ""positive"", ""general"": ""positive""}",{},0.05
8231,اسوء برنامج وازبل برنامج لا بيظهر رقم المعلن ولا حتى فى تواصل مع خدمه العملاء ولا حتى بيسأل فيك ومشاكل تقنيه كتير,"[""app_experience"", ""service""]","[""app_experience""]","[""service""]",[],"{""app_experience"": ""negative"", ""service"": ""negative""}","{""app_experience"": ""negative""}",{},0.958264
8306,احسن ابلكيشن بجد انا استخدمت الابلكيشن ف كذا حاجة وفعلا تحفة كويس جداا وديما متابعين العملااء والكوالتي بتاعتهم كويسة,"[""app_experience"", ""service""]","[""app_experience""]","[""service""]",[],"{""app_experience"": ""positive"", ""service"": ""positive""}","{""app_experience"": ""positive""}",{},0.443956
5254,"دلوقتي لسا طالب من المطعم ونفس العرض ال 150
1.الدليفري قاعد ساعه ونص علي ما يوصل ف الاكل وصل ساقع والبطاطس مبرولة
2. السندوتشات غير الصور وحجمها صغير ومن غير صوصات الجبنة او حاجه
3. الزنجر جه محروق شوية ولونوا احمر مش دهبي
اخر مره اطلب من عندكم👎👎","[""delivery"", ""food""]","[""food"", ""price"", ""delivery""]",[],"[""price""]","{""delivery"": ""negative"", ""food"": ""negative""}","{""food"": ""negative"", ""price"": ""negative"", ""delivery"": ""negative""}",{},0.136798
7244,سئ جدآ,"[""general""]","[""none""]","[""general""]","[""none""]","{""general"": ""negative""}","{""none"": ""neutral""}",{},0.05
2192,زي ما قولت اكل حلو جدا لايوجد مكان لركن العربيه والحمامات مش كفايه بس غير كده الاهم  الاكل جميل جدا,"[""food"", ""ambiance"", ""cleanliness""]","[""food"", ""cleanliness"", ""ambiance""]",[],[],"{""food"": ""positive"", ""ambiance"": ""negative"", ""cleanliness"": ""negative""}","{""food"": ""positive"", ""cleanliness"": ""neutral"", ""ambiance"": ""negative""}","{""cleanliness"": {""true"": ""negative"", ""predicted"": ""neutral""}}",0.05
2824,"الامل طعم بس الاسعار افترى فيها ونصب علينا :
اخذنا نص كباب وكفته ووحده حمام وملوخية ورز وشوربة لسان عصفور وطحينة وحمص …. و2 ميه وسلطة خضراء
تخيلو طلعت الفاتورة 2400 جنية
رغم اطلاعي على الاسعار في المنيو ماتوصل
افترى علينا","[""food"", ""price""]","[""price"", ""food""]",[],[],"{""food"": ""positive"", ""price"": ""negative""}","{""price"": ""negative"", ""food"": ""negative""}","{""food"": {""true"": ""positive"", ""predicted"": ""negative""}}",0.622977
5900,خدمه فوق الممتازه و رقى و نظافه و ذوق ، غير انها بروفيشنال و اى ديزين او حاجه تيجى ف الخيال بتتعمل و تنفع ، قمه فى التميز 🥰🥰🥰,"[""service"", ""cleanliness"", ""ambiance""]","[""service"", ""cleanliness""]","[""ambiance""]",[],"{""service"": ""positive"", ""cleanliness"": ""positive"", ""ambiance"": ""positive""}","{""service"": ""positive"", ""cleanliness"": ""positive""}",{},0.699613
6312,اسوأ برنامج توصيل يعنى انا محدد عنواني عن طريق لوكيشن البرنامج ومتحدد غلط فى منطقه تانيه ومفيش تعديل ليها فكتبت العنوان بأيدى يتصل بيا السواق يكامنى بأسلوب زى الزفت وكأنوا بيوصلى ببلاش ولما جابلى الاكل يقول تكلفه اضافيه عشان عنوان مختلف و منيوز سيباك تتعامل انت مع الطيار امال انتوا ايه دوركم بالظبط بجد انا همسح البرنامج دى مش طريقه بروفيشنال فى الاداره,"[""app_experience"", ""service"", ""delivery""]","[""service"", ""app_experience"", ""delivery"", ""price""]",[],"[""price""]","{""app_experience"": ""negative"", ""service"": ""negative"", ""delivery"": ""negative""}","{""service"": ""negative"", ""app_experience"": ""negative"", ""delivery"": ""negative"", ""price"": ""negative""}",{},0.53564
255,قلة زوق ف التعامل سواء من الفريق او مسؤول الفرع واكل بيتاخر جدا ويقولك اصل بيجهز وف الاخر الأوردر يخرجلنا متلج وكله صوصات مخبية الطعم اصلا,"[""service"", ""delivery"", ""food""]","[""food"", ""service""]","[""delivery""]",[],"{""service"": ""negative"", ""delivery"": ""negative"", ""food"": ""negative""}","{""food"": ""negative"", ""service"": ""negative""}",{},0.824267
5547,"الجيم جميل واكتريت الاجهزه متوفرة وكلو تمام
بس مشكلتو ان بيفتح بعد العصر شباب وبنات يعني ليه مش مخليين وقت بعد العصر شباب بس زي ما البنات ليهم وقت لوحدهم؟","[""ambiance"", ""service""]","[""ambiance""]","[""service""]",[],"{""ambiance"": ""positive"", ""service"": ""negative""}","{""ambiance"": ""positive""}",{},0.5346
3246,عدم تنظيم وعمالة اقل من السن القانوني اعت في الطوارئ اكتر من ساعة محدش عبرني وكل ما اكلم حد الدكتورة معاها حالة كان مفيش غير دكتورة واحدة في المستشفى 4 ساعات علشان يعملولي تحليل دم والتمريض اسواء ما يكون وغير مدرب ركبولي الكانولا وغرقو الأرض وهدومي دم بعد محولات لسحب الدم وكل ما تكلم حد يبعتك لحد تاني والاستراحة خارج المستشفى في الجو التلج ده وانا عندي رعشة في العضم,"[""service"", ""cleanliness"", ""ambiance""]","[""service""]","[""ambiance"", ""cleanliness""]",[],"{""service"": ""negative"", ""cleanliness"": ""negative"", ""ambiance"": ""negative""}","{""service"": ""negative""}",{},0.978768
9314,هو جيد جدا و متفوق علي تطبيقات مشابها كثيره ولكنه بدا يفقد هذه الميزه حيث بدات ميزات المجاني تقل به مع الوقت,"[""app_experience"", ""price""]","[""app_experience""]","[""price""]",[],"{""app_experience"": ""neutral"", ""price"": ""negative""}","{""app_experience"": ""negative""}","{""app_experience"": {""true"": ""neutral"", ""predicted"": ""negative""}}",0.558411
7111,أسوأ تطبيق شفتو بحياتي كتير مزعوجه اطلب طلب بأكثر من الف درهم وبالاخر المنطقه غير مدعومه وانا ساكنه بعجمان على الكورنيش وين بدكم اسكن ارقى من هيك لا وخدمة السوبر مول انحذفت فجأه بسبب المنطقه خير ان شاءالله ساكنه بشيكاغو وانا مابعرف,"[""app_experience"", ""delivery"", ""service""]","[""app_experience"", ""service"", ""price""]","[""delivery""]","[""price""]","{""app_experience"": ""negative"", ""delivery"": ""negative"", ""service"": ""negative""}","{""app_experience"": ""negative"", ""service"": ""negative"", ""price"": ""negative""}",{},0.657742
